Company Id,Upline station,Arrival Station,Scheduled Arvl Datetime,Sch Arv Date,Sch Arv Time,Gate,Departure Station,Downline Arrival Station,Scheduled Dept Datetime,Sch Dept Date,Sch Dept Time,Fleet,Tail Number
YV,IAD,RIC,2019-06-01 18:09:00,2019-06-01,18:09:00,B4,RIC,IAD,2019-06-01 20:30:00,2019-06-01,20:30:00,ERJ-175,N88301
EV,EWR,RIC,2019-05-31 21:33:00,2019-05-31,21:33:00,B4,RIC,EWR,2019-06-02 10:15:00,2019-06-02,10:15:00,ERJ-145,N11539
OO,DEN,RIC,2019-05-31 23:19:00,2019-05-31,23:19:00,B1,RIC,DEN,2019-06-01 06:25:00,2019-06-01,06:25:00,ERJ-175,N166SY
ZW,IAD,RIC,2019-05-31 22:58:00,2019-05-31,22:58:00,B7,RIC,IAD,2019-06-01 06:45:00,2019-06-01,06:45:00,CRJ-200,N430AW
YV,IAH,RIC,2019-05-31 22:37:00,2019-05-31,22:37:00,B2,RIC,IAH,2019-06-01 06:05:00,2019-06-01,06:05:00,ERJ-175,N88341
EV,EWR,RIC,2019-05-28 16:40:00,2019-05-28,16:40:00,B4,RIC,EWR,2019-06-15 09:30:00,2019-06-15,09:30:00,ERJ-145,N13538
YV,IAH,RIC,2019-06-02 15:52:00,2019-06-02,15:52:00,B3,RIC,IAH,2019-06-02 16:30:00,2019-06-02,16:30:00,ERJ-175,N88328
EV,EWR,RIC,2019-06-01 16:35:00,2019-06-01,16:35:00,B3,RIC,ORD,2019-06-04 17:15:00,2019-06-04,17:15:00,ERJ-145,N13979
C5,IAD,RIC,2019-06-02 09:39:00,2019-06-02,09:39:00,B1,RIC,IAD,2019-06-02 10:45:00,2019-06-02,10:45:00,ERJ-145,N13202
ZW,ORD,RIC,2019-06-01 15:04:00,2019-06-01,15:04:00,B1,RIC,IAD,2019-06-01 15:35:00,2019-06-01,15:35:00,CRJ-200,N456ZW
C5,EWR,RIC,2019-06-03 15:30:00,2019-06-03,15:30:00,B2,RIC,EWR,2019-06-03 16:20:00,2019-06-03,16:20:00,ERJ-145,N12160
C5,EWR,RIC,2019-06-01 15:31:00,2019-06-01,15:31:00,B4,RIC,EWR,2019-06-01 16:20:00,2019-06-01,16:20:00,ERJ-145,N14186
C5,IAD,RIC,2019-06-01 09:39:00,2019-06-01,09:39:00,B2,RIC,IAD,2019-06-01 10:45:00,2019-06-01,10:45:00,ERJ-145,N14177
UA,ORD,RIC,2019-06-02 21:19:00,2019-06-02,21:19:00,B3,RIC,ORD,2019-06-03 08:00:00,2019-06-03,08:00:00,B737-800,N77296
UA,ORD,RIC,2019-06-01 21:19:00,2019-06-01,21:19:00,B3,RIC,ORD,2019-06-02 08:00:00,2019-06-02,08:00:00,B737-800,N14230
YV,IAD,RIC,2019-06-01 22:58:00,2019-06-01,22:58:00,B4,RIC,IAD,2019-06-02 06:45:00,2019-06-02,06:45:00,ERJ-175,N85340
EV,ORD,RIC,2019-06-02 00:25:00,2019-06-02,00:25:00,B2,RIC,EWR,2019-06-02 09:20:00,2019-06-02,09:20:00,ERJ-145,N16571
OO,DEN,RIC,2019-06-01 23:19:00,2019-06-01,23:19:00,B1,RIC,DEN,2019-06-02 06:25:00,2019-06-02,06:25:00,ERJ-175,N131SY
EV,EWR,RIC,2019-06-01 19:49:00,2019-06-01,19:49:00,B2,RIC,ORD,2019-06-02 17:15:00,2019-06-02,17:15:00,ERJ-145,N12166
UA,IAD,RIC,2019-05-31 21:19:00,2019-05-31,21:19:00,B3,RIC,ORD,2019-06-01 08:00:00,2019-06-01,08:00:00,B737-800,N37252
EV,EWR,RIC,2019-06-01 09:36:00,2019-06-01,09:36:00,B4,RIC,EWR,2019-06-01 10:15:00,2019-06-01,10:15:00,ERJ-145,N14977
ZW,IAD,RIC,2019-06-03 09:39:00,2019-06-03,09:39:00,B3,RIC,IAD,2019-06-03 10:45:00,2019-06-03,10:45:00,CRJ-200,N464AW
OO,DEN,RIC,2019-06-01 14:04:00,2019-06-01,14:04:00,B3,RIC,DEN,2019-06-01 15:15:00,2019-06-01,15:15:00,ERJ-175,N136SY
C5,IAD,RIC,2019-06-02 18:09:00,2019-06-02,18:09:00,B2,RIC,EWR,2019-06-02 18:50:00,2019-06-02,18:50:00,ERJ-145,N14162
YX,EWR,RIC,2019-06-02 12:15:00,2019-06-02,12:15:00,B3,RIC,ORD,2019-06-02 13:00:00,2019-06-02,13:00:00,ERJ-175,N727YX
YV,IAH,RIC,2019-06-01 22:22:00,2019-06-01,22:22:00,B7,RIC,IAH,2019-06-02 06:05:00,2019-06-02,06:05:00,ERJ-175,N84307
OO,ORD,RIC,2019-06-01 09:50:00,2019-06-01,09:50:00,B3,RIC,ORD,2019-06-01 10:30:00,2019-06-01,10:30:00,CRJ-200,N906EV
YV,IAH,RIC,2019-06-02 22:22:00,2019-06-02,22:22:00,B4,RIC,IAH,2019-06-03 06:05:00,2019-06-03,06:05:00,ERJ-175,N85355
OO,DEN,RIC,2019-06-03 23:19:00,2019-06-03,23:19:00,B1,RIC,DEN,2019-06-04 06:25:00,2019-06-04,06:25:00,ERJ-175,N208SY
C5,IAD,RIC,2019-06-01 13:34:00,2019-06-01,13:34:00,B4,RIC,EWR,2019-06-01 14:20:00,2019-06-01,14:20:00,ERJ-145,N14177
OO,DEN,RIC,2019-06-02 23:19:00,2019-06-02,23:19:00,B1,RIC,DEN,2019-06-03 06:25:00,2019-06-03,06:25:00,ERJ-175,N144SY
C5,IAD,RIC,2019-06-03 13:34:00,2019-06-03,13:34:00,B4,RIC,EWR,2019-06-03 14:20:00,2019-06-03,14:20:00,ERJ-145,N12175
YV,IAH,RIC,2019-06-04 15:52:00,2019-06-04,15:52:00,B4,RIC,IAH,2019-06-04 16:30:00,2019-06-04,16:30:00,ERJ-175,N89308
ZW,ORD,RIC,2019-06-02 15:04:00,2019-06-02,15:04:00,B1,RIC,IAD,2019-06-02 15:35:00,2019-06-02,15:35:00,CRJ-200,N465AW
ZW,ORD,RIC,2019-06-03 15:04:00,2019-06-03,15:04:00,B1,RIC,IAD,2019-06-03 15:35:00,2019-06-03,15:35:00,CRJ-200,N443AW
C5,EWR,RIC,2019-06-02 20:00:00,2019-06-02,20:00:00,B1,RIC,IAD,2019-06-02 20:30:00,2019-06-02,20:30:00,ERJ-145,N12157
OO,DEN,RIC,2019-06-02 14:04:00,2019-06-02,14:04:00,B3,RIC,DEN,2019-06-02 15:15:00,2019-06-02,15:15:00,ERJ-175,N135SY
YV,IAH,RIC,2019-06-03 15:52:00,2019-06-03,15:52:00,B4,RIC,IAH,2019-06-03 16:30:00,2019-06-03,16:30:00,ERJ-175,N85356
C5,EWR,RIC,2019-06-04 19:49:00,2019-06-04,19:49:00,B4,RIC,IAD,2019-06-04 20:30:00,2019-06-04,20:30:00,ERJ-145,N12195
ZW,ORD,RIC,2019-06-04 15:04:00,2019-06-04,15:04:00,B3,RIC,IAD,2019-06-04 15:35:00,2019-06-04,15:35:00,CRJ-200,N449AW
C5,IAD,RIC,2019-06-04 13:34:00,2019-06-04,13:34:00,B4,RIC,EWR,2019-06-04 14:20:00,2019-06-04,14:20:00,ERJ-145,N14204
ZW,IAD,RIC,2019-06-02 22:58:00,2019-06-02,22:58:00,B7,RIC,IAD,2019-06-03 06:45:00,2019-06-03,06:45:00,CRJ-200,N453AW
ZW,IAD,RIC,2019-06-04 22:58:00,2019-06-04,22:58:00,B7,RIC,IAD,2019-06-05 06:45:00,2019-06-05,06:45:00,CRJ-200,N433AW
OO,ORD,RIC,2019-06-04 09:50:00,2019-06-04,09:50:00,B1,RIC,ORD,2019-06-04 10:30:00,2019-06-04,10:30:00,CRJ-200,N954SW
OO,DEN,RIC,2019-06-03 14:04:00,2019-06-03,14:04:00,B3,RIC,DEN,2019-06-03 15:15:00,2019-06-03,15:15:00,ERJ-175,N206SY
UA,ORD,RIC,2019-06-04 21:19:00,2019-06-04,21:19:00,B3,RIC,ORD,2019-06-05 08:00:00,2019-06-05,08:00:00,B737-800,N87507
OO,ORD,RIC,2019-06-03 09:50:00,2019-06-03,09:50:00,B1,RIC,ORD,2019-06-03 10:30:00,2019-06-03,10:30:00,CRJ-200,N693BR
YX,EWR,RIC,2019-06-03 12:15:00,2019-06-03,12:15:00,B1,RIC,ORD,2019-06-03 13:00:00,2019-06-03,13:00:00,ERJ-170,N654RW
EV,EWR,RIC,2019-06-05 21:33:00,2019-06-05,21:33:00,B2,RIC,EWR,2019-06-06 05:45:00,2019-06-06,05:45:00,ERJ-145,N17159
OO,DEN,RIC,2019-06-04 14:04:00,2019-06-04,14:04:00,B3,RIC,DEN,2019-06-04 15:15:00,2019-06-04,15:15:00,ERJ-175,N163SY
ZW,IAD,RIC,2019-06-04 09:39:00,2019-06-04,09:39:00,B3,RIC,IAD,2019-06-04 10:45:00,2019-06-04,10:45:00,CRJ-200,N454AW
C5,EWR,RIC,2019-06-03 19:49:00,2019-06-03,19:49:00,B1,RIC,IAD,2019-06-03 20:30:00,2019-06-03,20:30:00,ERJ-145,N12195
UA,ORD,RIC,2019-06-03 21:19:00,2019-06-03,21:19:00,B3,RIC,ORD,2019-06-04 08:00:00,2019-06-04,08:00:00,B737-800,N38268
YX,EWR,RIC,2019-06-04 12:15:00,2019-06-04,12:15:00,B1,RIC,ORD,2019-06-04 13:00:00,2019-06-04,13:00:00,ERJ-175,N748YX
EV,EWR,RIC,2019-06-04 16:45:00,2019-06-04,16:45:00,B4,RIC,EWR,2019-06-05 09:20:00,2019-06-05,09:20:00,ERJ-145,N15983
C5,EWR,RIC,2019-06-04 15:30:00,2019-06-04,15:30:00,B1,RIC,EWR,2019-06-04 16:20:00,2019-06-04,16:20:00,ERJ-145,N16147
YV,IAH,RIC,2019-06-03 22:22:00,2019-06-03,22:22:00,B4,RIC,IAH,2019-06-04 06:05:00,2019-06-04,06:05:00,ERJ-175,N86316
ZW,IAD,RIC,2019-06-06 18:06:00,2019-06-06,18:06:00,B1,RIC,ORD,2019-06-06 18:45:00,2019-06-06,18:45:00,CRJ-200,N467AW
AX,ORD,RIC,2019-06-06 10:00:00,2019-06-06,10:00:00,B3,RIC,ORD,2019-06-06 10:30:00,2019-06-06,10:30:00,ERJ-145,N845HK
C5,IAD,RIC,2019-06-07 13:36:00,2019-06-07,13:36:00,B3,RIC,EWR,2019-06-07 14:25:00,2019-06-07,14:25:00,ERJ-145,N11176
C5,IAD,RIC,2019-06-03 18:09:00,2019-06-03,18:09:00,B3,RIC,EWR,2019-06-03 18:45:00,2019-06-03,18:45:00,ERJ-145,N14168
YV,IAH,RIC,2019-06-05 22:22:00,2019-06-05,22:22:00,B4,RIC,IAD,2019-06-06 06:45:00,2019-06-06,06:45:00,ERJ-175,N86334
C5,IAD,RIC,2019-06-02 13:34:00,2019-06-02,13:34:00,B1,RIC,EWR,2019-06-02 14:20:00,2019-06-02,14:20:00,ERJ-145,N17169
OO,DEN,RIC,2019-06-04 23:19:00,2019-06-04,23:19:00,B1,RIC,DEN,2019-06-05 06:25:00,2019-06-05,06:25:00,ERJ-175,N154SY
ZW,IAD,RIC,2019-06-07 18:06:00,2019-06-07,18:06:00,B1,RIC,ORD,2019-06-07 18:45:00,2019-06-07,18:45:00,CRJ-200,N467AW
YV,IAH,RIC,2019-06-06 16:08:00,2019-06-06,16:08:00,B3,RIC,IAH,2019-06-06 16:45:00,2019-06-06,16:45:00,ERJ-175,N88359
OO,DEN,RIC,2019-06-05 23:19:00,2019-06-05,23:19:00,B1,RIC,DEN,2019-06-06 06:25:00,2019-06-06,06:25:00,ERJ-175,N204SY
YV,IAH,RIC,2019-06-06 22:38:00,2019-06-06,22:38:00,B4,RIC,IAD,2019-06-07 06:45:00,2019-06-07,06:45:00,ERJ-175,N89304
C5,IAD,RIC,2019-06-04 18:09:00,2019-06-04,18:09:00,B4,RIC,EWR,2019-06-04 18:45:00,2019-06-04,18:45:00,ERJ-145,N14186
EV,EWR,RIC,2019-06-05 09:36:00,2019-06-05,09:36:00,B2,RIC,EWR,2019-06-05 10:15:00,2019-06-05,10:15:00,ERJ-145,N11551
C5,EWR,RIC,2019-06-06 19:59:00,2019-06-06,19:59:00,B4,RIC,IAD,2019-06-06 20:30:00,2019-06-06,20:30:00,ERJ-145,N11191
OO,DEN,RIC,2019-06-07 14:04:00,2019-06-07,14:04:00,B4,RIC,DEN,2019-06-07 15:40:00,2019-06-07,15:40:00,ERJ-175,N154SY
ZW,IAD,RIC,2019-06-03 22:58:00,2019-06-03,22:58:00,B7,RIC,IAD,2019-06-04 06:45:00,2019-06-04,06:45:00,CRJ-200,N445AW
EV,EWR,RIC,2019-06-04 09:36:00,2019-06-04,09:36:00,B2,RIC,EWR,2019-06-04 10:15:00,2019-06-04,10:15:00,ERJ-145,N13913
YV,IAD,RIC,2019-06-05 22:58:00,2019-06-05,22:58:00,B7,RIC,IAH,2019-06-06 06:05:00,2019-06-06,06:05:00,CRJ-700,N505MJ
EV,EWR,RIC,2019-06-06 12:58:00,2019-06-06,12:58:00,B3,RIC,ORD,2019-06-06 13:30:00,2019-06-06,13:30:00,ERJ-145,N29917
YV,IAD,RIC,2019-06-08 09:41:00,2019-06-08,09:41:00,B1,RIC,IAD,2019-06-08 10:45:00,2019-06-08,10:45:00,CRJ-700,N510MJ
C5,IAD,RIC,2019-06-05 18:09:00,2019-06-05,18:09:00,B4,RIC,PQI,2019-06-05 18:45:00,2019-06-05,18:45:00,ERJ-145,N14186
OO,ORD,RIC,2019-06-07 10:00:00,2019-06-07,10:00:00,B1,RIC,ORD,2019-06-07 10:30:00,2019-06-07,10:30:00,CRJ-200,N652BR
OO,DEN,RIC,2019-06-06 14:04:00,2019-06-06,14:04:00,B3,RIC,DEN,2019-06-06 15:40:00,2019-06-06,15:40:00,ERJ-175,N106SY
UA,ORD,RIC,2019-06-05 21:19:00,2019-06-05,21:19:00,B3,RIC,ORD,2019-06-06 07:00:00,2019-06-06,07:00:00,B737-800,N35271
YX,EWR,RIC,2019-06-05 12:15:00,2019-06-05,12:15:00,B3,RIC,ORD,2019-06-05 13:00:00,2019-06-05,13:00:00,ERJ-170,N861RW
ZW,ORD,RIC,2019-06-06 15:03:00,2019-06-06,15:03:00,B4,RIC,IAD,2019-06-06 15:35:00,2019-06-06,15:35:00,CRJ-200,N469AW
ZW,ORD,RIC,2019-06-08 15:03:00,2019-06-08,15:03:00,B4,RIC,IAD,2019-06-08 15:35:00,2019-06-08,15:35:00,CRJ-200,N446AW
EV,EWR,RIC,2019-06-05 16:45:00,2019-06-05,16:45:00,B3,RIC,ORD,2019-06-05 17:15:00,2019-06-05,17:15:00,ERJ-145,N12201
YV,IAH,RIC,2019-06-05 15:52:00,2019-06-05,15:52:00,B1,RIC,IAH,2019-06-05 16:30:00,2019-06-05,16:30:00,ERJ-175,N88331
OO,DEN,RIC,2019-06-05 14:04:00,2019-06-05,14:04:00,B3,RIC,DEN,2019-06-05 15:15:00,2019-06-05,15:15:00,ERJ-175,N135SY
C5,IAD,RIC,2019-06-05 13:34:00,2019-06-05,13:34:00,B4,RIC,EWR,2019-06-05 14:20:00,2019-06-05,14:20:00,ERJ-145,N14173
EV,EWR,RIC,2019-06-10 12:58:00,2019-06-10,12:58:00,B4,RIC,ORD,2019-06-10 13:30:00,2019-06-10,13:30:00,ERJ-145,N15983
OO,DEN,RIC,2019-06-08 14:04:00,2019-06-08,14:04:00,B3,RIC,DEN,2019-06-08 15:40:00,2019-06-08,15:40:00,ERJ-175,N131SY
YV,IAH,RIC,2019-06-04 22:22:00,2019-06-04,22:22:00,B4,RIC,IAH,2019-06-05 06:05:00,2019-06-05,06:05:00,ERJ-175,N87337
YV,IAD,RIC,2019-06-07 22:55:00,2019-06-07,22:55:00,B7,RIC,IAH,2019-06-08 06:05:00,2019-06-08,06:05:00,CRJ-700,N507MJ
ZW,IAD,RIC,2019-06-08 18:06:00,2019-06-08,18:06:00,B3,RIC,ORD,2019-06-08 18:45:00,2019-06-08,18:45:00,CRJ-200,N416AW
EV,EWR,RIC,2019-06-07 12:58:00,2019-06-07,12:58:00,B1,RIC,ORD,2019-06-07 13:30:00,2019-06-07,13:30:00,ERJ-145,N14568
C5,EWR,RIC,2019-06-07 19:59:00,2019-06-07,19:59:00,B2,RIC,IAD,2019-06-07 20:30:00,2019-06-07,20:30:00,ERJ-145,N14177
UA,ORD,RIC,2019-06-07 21:23:00,2019-06-07,21:23:00,B3,RIC,ORD,2019-06-08 07:00:00,2019-06-08,07:00:00,B737-800,N73276
ZW,ORD,RIC,2019-06-09 15:03:00,2019-06-09,15:03:00,B3,RIC,IAD,2019-06-09 15:35:00,2019-06-09,15:35:00,CRJ-200,N460AW
EV,EWR,RIC,2019-06-09 12:58:00,2019-06-09,12:58:00,B3,RIC,ORD,2019-06-09 13:30:00,2019-06-09,13:30:00,ERJ-145,N19554
OO,DEN,RIC,2019-06-08 23:29:00,2019-06-08,23:29:00,B7,RIC,DEN,2019-06-09 06:25:00,2019-06-09,06:25:00,ERJ-175,N116SY
C5,EWR,RIC,2019-06-07 10:10:00,2019-06-07,10:10:00,B2,RIC,EWR,2019-06-07 10:50:00,2019-06-07,10:50:00,ERJ-145,N14204
C5,EWR,RIC,2019-06-06 18:43:00,2019-06-06,18:43:00,B1,RIC,EWR,2019-06-06 19:15:00,2019-06-06,19:15:00,ERJ-145,N16147
C5,EWR,RIC,2019-06-08 19:59:00,2019-06-08,19:59:00,B4,RIC,IAD,2019-06-08 20:30:00,2019-06-08,20:30:00,ERJ-145,N16147
EV,ORD,RIC,2019-06-08 00:30:00,2019-06-08,00:30:00,B2,RIC,EWR,2019-06-08 08:00:00,2019-06-08,08:00:00,ERJ-145,N36915
C5,EWR,RIC,2019-06-07 18:43:00,2019-06-07,18:43:00,B4,RIC,EWR,2019-06-07 19:15:00,2019-06-07,19:15:00,ERJ-145,N14173
EV,EWR,RIC,2019-06-08 16:49:00,2019-06-08,16:49:00,B4,RIC,EWR,2019-06-08 18:00:00,2019-06-08,18:00:00,ERJ-145,N48901
YV,IAH,RIC,2019-06-09 22:38:00,2019-06-09,22:38:00,B1,RIC,IAD,2019-06-10 06:45:00,2019-06-10,06:45:00,ERJ-175,N89357
YV,IAD,RIC,2019-06-07 09:41:00,2019-06-07,09:41:00,B3,RIC,IAD,2019-06-07 10:45:00,2019-06-07,10:45:00,CRJ-700,N507MJ
YV,IAH,RIC,2019-06-08 16:08:00,2019-06-08,16:08:00,B3,RIC,IAH,2019-06-08 16:45:00,2019-06-08,16:45:00,ERJ-175,N87337
ZW,ORD,RIC,2019-06-05 15:04:00,2019-06-05,15:04:00,B1,RIC,IAD,2019-06-05 15:35:00,2019-06-05,15:35:00,CRJ-200,N471ZW
C5,EWR,RIC,2019-06-10 10:10:00,2019-06-10,10:10:00,B4,RIC,EWR,2019-06-10 10:50:00,2019-06-10,10:50:00,ERJ-145,N14204
C5,EWR,RIC,2019-06-06 10:10:00,2019-06-06,10:10:00,B4,RIC,EWR,2019-06-06 10:50:00,2019-06-06,10:50:00,ERJ-145,N14162
YV,IAH,RIC,2019-06-07 22:38:00,2019-06-07,22:38:00,B4,RIC,IAD,2019-06-08 06:45:00,2019-06-08,06:45:00,ERJ-175,N87302
YV,IAH,RIC,2019-06-10 16:08:00,2019-06-10,16:08:00,B3,RIC,IAH,2019-06-10 16:45:00,2019-06-10,16:45:00,ERJ-175,N82333
EV,EWR,RIC,2019-06-11 12:58:00,2019-06-11,12:58:00,B4,RIC,ORD,2019-06-11 13:30:00,2019-06-11,13:30:00,ERJ-145,N19554
YV,IAD,RIC,2019-06-08 22:55:00,2019-06-08,22:55:00,B1,RIC,IAH,2019-06-09 06:05:00,2019-06-09,06:05:00,CRJ-700,N503MJ
UA,ORD,RIC,2019-06-06 21:23:00,2019-06-06,21:23:00,B3,RIC,ORD,2019-06-07 07:00:00,2019-06-07,07:00:00,B737-900,N34460
OO,DEN,RIC,2019-06-07 23:29:00,2019-06-07,23:29:00,B1,RIC,DEN,2019-06-08 06:25:00,2019-06-08,06:25:00,ERJ-175,N149SY
EV,EWR,RIC,2019-06-09 16:49:00,2019-06-09,16:49:00,B3,RIC,EWR,2019-06-09 17:55:00,2019-06-09,17:55:00,ERJ-145,N14907
C5,EWR,RIC,2019-06-09 19:59:00,2019-06-09,19:59:00,B2,RIC,IAD,2019-06-09 20:30:00,2019-06-09,20:30:00,ERJ-145,N23139
UA,DEN,RIC,2019-06-06 23:22:00,2019-06-06,23:22:00,B1,RIC,DEN,2019-06-07 06:25:00,2019-06-07,06:25:00,A319-100,N840UA
EV,EWR,RIC,2019-06-11 16:49:00,2019-06-11,16:49:00,B2,RIC,EWR,2019-06-12 09:30:00,2019-06-12,09:30:00,ERJ-145,N16911
C5,IAD,RIC,2019-06-10 13:36:00,2019-06-10,13:36:00,B3,RIC,EWR,2019-06-10 14:25:00,2019-06-10,14:25:00,ERJ-145,N12160
YV,IAD,RIC,2019-06-09 09:41:00,2019-06-09,09:41:00,B1,RIC,IAD,2019-06-09 10:45:00,2019-06-09,10:45:00,CRJ-700,N513MJ
YV,IAH,RIC,2019-06-08 23:13:00,2019-06-08,23:13:00,B4,RIC,IAD,2019-06-09 06:45:00,2019-06-09,06:45:00,ERJ-175,N88325
C5,EWR,RIC,2019-06-11 10:10:00,2019-06-11,10:10:00,B4,RIC,EWR,2019-06-11 10:50:00,2019-06-11,10:50:00,ERJ-145,N12160
UA,ORD,RIC,2019-06-11 21:23:00,2019-06-11,21:23:00,B3,RIC,ORD,2019-06-12 07:00:00,2019-06-12,07:00:00,B737-800,N76504
YV,IAD,RIC,2019-06-06 09:41:00,2019-06-06,09:41:00,B1,RIC,IAD,2019-06-06 10:45:00,2019-06-06,10:45:00,CRJ-700,N502MJ
EV,EWR,RIC,2019-06-06 16:49:00,2019-06-06,16:49:00,B4,RIC,EWR,2019-06-06 18:00:00,2019-06-06,18:00:00,ERJ-145,N14180
YV,IAH,RIC,2019-06-07 16:08:00,2019-06-07,16:08:00,B1,RIC,IAH,2019-06-07 16:45:00,2019-06-07,16:45:00,ERJ-175,N88331
EV,ORD,RIC,2019-06-09 00:30:00,2019-06-09,00:30:00,B2,RIC,EWR,2019-06-09 09:20:00,2019-06-09,09:20:00,ERJ-145,N14907
YV,IAH,RIC,2019-06-13 22:38:00,2019-06-13,22:38:00,B4,RIC,IAD,2019-06-14 06:45:00,2019-06-14,06:45:00,ERJ-175,N88332
YV,IAD,RIC,2019-06-11 09:41:00,2019-06-11,09:41:00,B1,RIC,IAD,2019-06-11 10:45:00,2019-06-11,10:45:00,CRJ-700,N516LR
YV,IAH,RIC,2019-06-09 16:08:00,2019-06-09,16:08:00,B1,RIC,IAH,2019-06-09 16:45:00,2019-06-09,16:45:00,ERJ-175,N80348
YV,IAH,RIC,2019-06-11 16:08:00,2019-06-11,16:08:00,B3,RIC,IAH,2019-06-11 16:45:00,2019-06-11,16:45:00,ERJ-175,N87337
ZW,ORD,RIC,2019-06-10 15:03:00,2019-06-10,15:03:00,B2,RIC,IAD,2019-06-10 15:35:00,2019-06-10,15:35:00,CRJ-200,N429AW
ZW,ORD,RIC,2019-06-07 15:03:00,2019-06-07,15:03:00,B3,RIC,IAD,2019-06-07 15:35:00,2019-06-07,15:35:00,CRJ-200,N454AW
YX,EWR,RIC,2019-06-08 10:09:00,2019-06-08,10:09:00,B3,RIC,EWR,2019-06-08 10:50:00,2019-06-08,10:50:00,ERJ-170,N639RW
OO,DEN,RIC,2019-06-10 14:04:00,2019-06-10,14:04:00,B1,RIC,DEN,2019-06-10 15:40:00,2019-06-10,15:40:00,ERJ-175,N143SY
YV,IAH,RIC,2019-06-12 16:08:00,2019-06-12,16:08:00,B1,RIC,IAH,2019-06-12 16:45:00,2019-06-12,16:45:00,ERJ-175,N86311
YV,IAH,RIC,2019-06-10 22:38:00,2019-06-10,22:38:00,B4,RIC,IAD,2019-06-11 06:45:00,2019-06-11,06:45:00,ERJ-175,N87345
UA,ORD,RIC,2019-06-08 21:23:00,2019-06-08,21:23:00,B3,RIC,ORD,2019-06-09 07:00:00,2019-06-09,07:00:00,B737-800,N24202
OO,ORD,RIC,2019-06-12 10:00:00,2019-06-12,10:00:00,B3,RIC,ORD,2019-06-12 10:30:00,2019-06-12,10:30:00,CRJ-200,N863AS
EV,EWR,RIC,2019-06-12 16:49:00,2019-06-12,16:49:00,B4,RIC,EWR,2019-06-12 18:00:00,2019-06-12,18:00:00,ERJ-145,N18557
UA,ORD,RIC,2019-06-09 21:23:00,2019-06-09,21:23:00,B3,RIC,ORD,2019-06-10 07:00:00,2019-06-10,07:00:00,B737-800,N14219
ZW,ORD,RIC,2019-06-11 15:03:00,2019-06-11,15:03:00,B4,RIC,IAD,2019-06-11 15:35:00,2019-06-11,15:35:00,CRJ-200,N451AW
ZW,IAD,RIC,2019-06-12 18:06:00,2019-06-12,18:06:00,B1,RIC,ORD,2019-06-12 18:45:00,2019-06-12,18:45:00,CRJ-200,N458AW
YV,IAD,RIC,2019-06-11 22:55:00,2019-06-11,22:55:00,B7,RIC,IAH,2019-06-12 06:05:00,2019-06-12,06:05:00,CRJ-700,N510MJ
C5,IAD,RIC,2019-06-06 13:36:00,2019-06-06,13:36:00,B1,RIC,EWR,2019-06-06 14:25:00,2019-06-06,14:25:00,ERJ-145,N17169
EV,EWR,RIC,2019-06-08 12:58:00,2019-06-08,12:58:00,B4,RIC,ORD,2019-06-08 13:30:00,2019-06-08,13:30:00,ERJ-145,N15980
OO,ORD,RIC,2019-06-09 10:00:00,2019-06-09,10:00:00,B3,RIC,ORD,2019-06-09 10:30:00,2019-06-09,10:30:00,CRJ-200,N652BR
YV,IAD,RIC,2019-06-10 09:41:00,2019-06-10,09:41:00,B1,RIC,IAD,2019-06-10 10:45:00,2019-06-10,10:45:00,CRJ-700,N512MJ
ZW,IAD,RIC,2019-06-10 18:06:00,2019-06-10,18:06:00,B1,RIC,ORD,2019-06-10 18:45:00,2019-06-10,18:45:00,CRJ-200,N438AW
EV,ORD,RIC,2019-06-10 00:30:00,2019-06-10,00:30:00,B2,RIC,EWR,2019-06-10 05:45:00,2019-06-10,05:45:00,ERJ-145,N29906
C5,EWR,RIC,2019-06-11 18:43:00,2019-06-11,18:43:00,B1,RIC,EWR,2019-06-11 19:15:00,2019-06-11,19:15:00,ERJ-145,N14179
YV,IAH,RIC,2019-06-13 16:08:00,2019-06-13,16:08:00,B3,RIC,IAH,2019-06-13 16:45:00,2019-06-13,16:45:00,ERJ-175,N89317
C5,EWR,RIC,2019-06-13 19:59:00,2019-06-13,19:59:00,B1,RIC,IAD,2019-06-13 20:30:00,2019-06-13,20:30:00,ERJ-145,N11176
C5,EWR,RIC,2019-06-12 18:43:00,2019-06-12,18:43:00,B4,RIC,EWR,2019-06-12 19:15:00,2019-06-12,19:15:00,ERJ-145,N13161
OO,DEN,RIC,2019-06-09 14:04:00,2019-06-09,14:04:00,B4,RIC,DEN,2019-06-09 14:45:00,2019-06-09,14:45:00,ERJ-175,N122SY
ZW,ORD,RIC,2019-06-14 15:03:00,2019-06-14,15:03:00,B4,RIC,IAD,2019-06-14 15:35:00,2019-06-14,15:35:00,CRJ-200,N414ZW
OO,DEN,RIC,2019-06-09 23:29:00,2019-06-09,23:29:00,B7,RIC,DEN,2019-06-10 06:25:00,2019-06-10,06:25:00,ERJ-175,N116SY
EV,EWR,RIC,2019-06-07 16:49:00,2019-06-07,16:49:00,B3,RIC,EWR,2019-06-07 18:00:00,2019-06-07,18:00:00,ERJ-145,N15980
YV,IAH,RIC,2019-06-11 22:38:00,2019-06-11,22:38:00,B4,RIC,IAD,2019-06-12 06:45:00,2019-06-12,06:45:00,ERJ-175,N89342
